"Submit_ID","Brand_Reg","Model_No","Country","screensize","Screen_Tech","Avg_mode_power","Availability Status","Star2","Screen_Size_Inches","Screen_Size_Category_Num"
157699,"KOGAN","KAQL65XQ98GSTC","China",163.829,"LCD (LED)",195.5,"Available",2.5,64.4994773,"65"
157699,"KOGAN","KAQL65XQ98GSTD","China",163.829,"LCD (LED)",195.5,"Available",2.5,64.4994773,"65"
157699,"KOGAN","KAQL65XQ98GSTE","China",163.829,"LCD (LED)",195.5,"Available",2.5,64.4994773,"65"
157699,"KOGAN","KAQL65XQ98GST*","China",163.829,"LCD (LED)",195.5,"Available",2.5,64.4994773,"65"
157732,"Linsar","LS50UHDNF23","China",127.259,"LCD (LED)",57.06,"Available",6,50.1018683,"50"
157736,"JVC","LT-40N5115A11E","China",100.36,"LCD (LED)",54.48,"Available",4.5,39.511732,"40"
157752,"Blaupunkt","BP320HSG9800","China",80.039,"LCD (LED)",31.626,"Available",5,31.5113543,"30"
157754,"Linsar","LS55UHDNF23","China",138.783,"LCD (LED)",69.65,"Available",6,54.63886709999999,"55"
157755,"Linsar","LS60UHDNF23","China",152.663,"LCD",85.97,"Available",6,60.1034231,"60"
157756,"Linsar","LS65UHDNF23","China",164.961,"LCD (LED)",95.92,"Available",6,64.9451457,"65"
157757,"Linsar","LS70UHDNF23","China",176.537,"LCD (LED)",99.18,"Available",6,69.5026169,"70"
157758,"BAUHN","ATV40UHDW-0124","China",101.549,"LCD (LED)",51.2,"Available",5,39.979841300000004,"40"
157758,"BAUHN","ATV40UHDW-0324","China",101.549,"LCD (LED)",51.2,"Available",5,39.979841300000004,"40"
157758,"BAUHN","ATV40UHDW-****","China",101.549,"LCD (LED)",51.2,"Available",5,39.979841300000004,"40"
157772,"Blaupunkt","BP400FSG9800","China",100.332,"LCD (LED)",46.5216,"Available",5,39.50070839999999,"40"
157773,"JVC","AV-H437115A11N","China",107.95,"LCD",57.474,"Available",5,42.499915,"40"
157776,"JVC","AV-H323115A11N","China",80.103,"LCD",29.22,"Available",5.5,31.536551099999997,"30"
157792,"Veon","VN43ID7023","China",108.037,"LCD (LED)",57.65,"Available",5,42.5341669,"45"
157838,"JVC","LT-55NQ7145AN","China",138.798,"LCD",97.36,"Available",4.5,54.6447726,"55"
157859,"BAUHN","ATV55UHDW-0124","China",138.783,"LCD (LED)",73.991,"Available",6,54.63886709999999,"55"
157956,"JVC","LT-43N5135AN","China",107.999,"LCD",53.26,"Available",5,42.5192063,"45"
157958,"SONY","K-50S30","Malaysia",125.725,"LCD (LED)",83.3,"Available",4.5,49.4979325,"50"
157965,"JVC","LT-50NQ7145AN","China",125.725,"LCD",110.72,"Available",3,49.4979325,"50"
157984,"SAMSUNG ELECTRONICS","QA43Q60DAS","Vietnam",107.987,"LCD (LED)",64,"Available",4.5,42.5144819,"45"
157984,"SAMSUNG ELECTRONICS","QA43Q65DAS","Vietnam",107.987,"LCD (LED)",64,"Available",4.5,42.5144819,"45"
157984,"SAMSUNG ELECTRONICS","QA43Q6*DAS","Vietnam",107.987,"LCD (LED)",64,"Available",4.5,42.5144819,"45"
157986,"SAMSUNG ELECTRONICS","QA50Q60DAS","Vietnam",125.727,"LCD (LED)",66,"Available",5.5,49.4987199,"50"
157986,"SAMSUNG ELECTRONICS","QA50Q65DAS","Vietnam",125.727,"LCD (LED)",66,"Available",5.5,49.4987199,"50"
157986,"SAMSUNG ELECTRONICS","QA50Q6*DAS","Vietnam",125.727,"LCD (LED)",66,"Available",5.5,49.4987199,"50"
157987,"SAMSUNG ELECTRONICS","QA55Q60DAW","Vietnam",138.783,"LCD (LED)",74,"Available",6,54.63886709999999,"55"
157987,"SAMSUNG ELECTRONICS","QA55Q60DAS","Vietnam",138.783,"LCD (LED)",74,"Available",6,54.63886709999999,"55"
157987,"SAMSUNG ELECTRONICS","QA55Q65DAW","Vietnam",138.783,"LCD (LED)",74,"Available",6,54.63886709999999,"55"
157987,"SAMSUNG ELECTRONICS","QA55Q65DAS","Vietnam",138.783,"LCD (LED)",74,"Available",6,54.63886709999999,"55"
157987,"SAMSUNG ELECTRONICS","QA55Q6*DA*","Vietnam",138.783,"LCD (LED)",74,"Available",6,54.63886709999999,"55"
157989,"SAMSUNG ELECTRONICS","QA65Q60DAW","Vietnam",163.897,"LCD (LED)",86,"Available",6,64.5262489,"65"
157989,"SAMSUNG ELECTRONICS","QA65Q60DAS","Vietnam",163.897,"LCD (LED)",86,"Available",6,64.5262489,"65"
157989,"SAMSUNG ELECTRONICS","QA65Q65DAW","Vietnam",163.897,"LCD (LED)",86,"Available",6,64.5262489,"65"
157989,"SAMSUNG ELECTRONICS","QA65Q65DAS","Vietnam",163.897,"LCD (LED)",86,"Available",6,64.5262489,"65"
157989,"SAMSUNG ELECTRONICS","QA65Q6*DA*","Vietnam",163.897,"LCD (LED)",86,"Available",6,64.5262489,"65"
157991,"SAMSUNG ELECTRONICS","QA75Q60DAW","Vietnam",189.338,"LCD (LED)",112,"Available",6,74.5423706,"75"
157991,"SAMSUNG ELECTRONICS","QA75Q60DAS","Vietnam",189.338,"LCD (LED)",112,"Available",6,74.5423706,"75"
157991,"SAMSUNG ELECTRONICS","QA75Q65DAW","Vietnam",189.338,"LCD (LED)",112,"Available",6,74.5423706,"75"
157991,"SAMSUNG ELECTRONICS","QA75Q65DAS","Vietnam",189.338,"LCD (LED)",112,"Available",6,74.5423706,"75"
157991,"SAMSUNG ELECTRONICS","QA75Q6*DA*","Vietnam",189.338,"LCD (LED)",112,"Available",6,74.5423706,"75"
157993,"SAMSUNG ELECTRONICS","QA85Q60DAW","Vietnam",214.783,"LCD (LED)",142,"Available",6,84.5600671,"85"
157993,"SAMSUNG ELECTRONICS","QA85Q60DAS","Vietnam",214.783,"LCD (LED)",142,"Available",6,84.5600671,"85"
157993,"SAMSUNG ELECTRONICS","QA85Q65DAW","Vietnam",214.783,"LCD (LED)",142,"Available",6,84.5600671,"85"
157993,"SAMSUNG ELECTRONICS","QA85Q65DAS","Vietnam",214.783,"LCD (LED)",142,"Available",6,84.5600671,"85"
157993,"SAMSUNG ELECTRONICS","QA85Q6*DA*","Vietnam",214.783,"LCD (LED)",142,"Available",6,84.5600671,"85"
157994,"SAMSUNG ELECTRONICS","QA75QN90DAW","Vietnam",189.338,"LCD (LED)",157,"Available",5,74.5423706,"75"
157994,"SAMSUNG ELECTRONICS","QA75QN90DAS","Vietnam",189.338,"LCD (LED)",157,"Available",5,74.5423706,"75"
157994,"SAMSUNG ELECTRONICS","QA75QN90DA*","Vietnam",189.338,"LCD (LED)",157,"Available",5,74.5423706,"75"
158053,"BAUHN","ATV24HDW-0224","China",59.774,"LCD",15.1,"Available",6,23.5330238,"25"
158085,"SAMSUNG ELECTRONICS","UA43DU8000W","Vietnam",107.987,"LCD (LED)",71,"Available",4,42.5144819,"45"
158085,"SAMSUNG ELECTRONICS","UA43DU8000S","Vietnam",107.987,"LCD (LED)",71,"Available",4,42.5144819,"45"
158085,"SAMSUNG ELECTRONICS","UA43DU8500S","Vietnam",107.987,"LCD (LED)",71,"Available",4,42.5144819,"45"
158085,"SAMSUNG ELECTRONICS","UA43DU8*00*","Vietnam",107.987,"LCD (LED)",71,"Available",4,42.5144819,"45"
158143,"Sylvox","BT24A1KEGB","China",60.47,"LCD (LED)",17.14,"Available",6,23.807039,"25"
158143,"Sylvox","BT24A0KEGB","China",60.47,"LCD (LED)",17.14,"Available",6,23.807039,"25"
158143,"Sylvox","BT24A0KOGB","China",60.47,"LCD (LED)",17.14,"Available",6,23.807039,"25"
158143,"Sylvox","BT24A1KOGB","China",60.47,"LCD (LED)",17.14,"Available",6,23.807039,"25"
158143,"Sylvox","BT24A2KOGB","China",60.47,"LCD (LED)",17.14,"Available",6,23.807039,"25"
158143,"Sylvox","BT24A3KOGB","China",60.47,"LCD (LED)",17.14,"Available",6,23.807039,"25"
158143,"Sylvox","BT24A4KOGB","China",60.47,"LCD (LED)",17.14,"Available",6,23.807039,"25"
158143,"Sylvox","BT24A5KOGB","China",60.47,"LCD (LED)",17.14,"Available",6,23.807039,"25"
158143,"Sylvox","BT24A6KOGB","China",60.47,"LCD (LED)",17.14,"Available",6,23.807039,"25"
158143,"Sylvox","BT24A7KOGB","China",60.47,"LCD (LED)",17.14,"Available",6,23.807039,"25"
158143,"Sylvox","BT24A***GB","China",60.47,"LCD (LED)",17.14,"Available",6,23.807039,"25"
158147,"KOGAN","KAQL98XQ98GSTA","China",247.691,"LCD (LED)",297.5,"Available",4,97.5159467,"100"
158147,"KOGAN","KAQL98XQ98GSTB","China",247.691,"LCD (LED)",297.5,"Available",4,97.5159467,"100"
158147,"KOGAN","KAQL98XQ98GSTC","China",247.691,"LCD (LED)",297.5,"Available",4,97.5159467,"100"
158147,"KOGAN","KAQL98XQ98GSTD","China",247.691,"LCD (LED)",297.5,"Available",4,97.5159467,"100"
158147,"KOGAN","KAQL98XQ98GSTE","China",247.691,"LCD (LED)",297.5,"Available",4,97.5159467,"100"
158147,"KOGAN","KAQL98XQ98GST*","China",247.691,"LCD (LED)",297.5,"Available",4,97.5159467,"100"
158162,"SAMSUNG ELECTRONICS","QA65QN800DW","Vietnam",163.897,"LCD (LED)",262,"Available",1.5,64.5262489,"65"
158162,"SAMSUNG ELECTRONICS","QA65QN800DS","Vietnam",163.897,"LCD (LED)",262,"Available",1.5,64.5262489,"65"
158162,"SAMSUNG ELECTRONICS","QA65QN800D*","Vietnam",163.897,"LCD (LED)",262,"Available",1.5,64.5262489,"65"
158163,"SAMSUNG ELECTRONICS","QA75QN800DW","Vietnam",189.338,"LCD (LED)",269,"Available",2.5,74.5423706,"75"
158163,"SAMSUNG ELECTRONICS","QA75QN800DS","Vietnam",189.338,"LCD (LED)",269,"Available",2.5,74.5423706,"75"
158163,"SAMSUNG ELECTRONICS","QA75QN800D*","Vietnam",189.338,"LCD (LED)",269,"Available",2.5,74.5423706,"75"
158165,"SAMSUNG ELECTRONICS","QA85QN90DAW","Vietnam",214.783,"LCD (LED)",211,"Available",5,84.5600671,"85"
158165,"SAMSUNG ELECTRONICS","QA85QN90DAS","Vietnam",214.783,"LCD (LED)",211,"Available",5,84.5600671,"85"
158165,"SAMSUNG ELECTRONICS","QA85QN90DA*","Vietnam",214.783,"LCD (LED)",211,"Available",5,84.5600671,"85"
158176,"LG","43QNED80T6A","Indonesia,South Korea",107.987,"LCD (LED)",67,"Available",4,42.5144819,"45"
158177,"LG","43QNED81TSA","Indonesia,South Korea",107.987,"LCD (LED)",67,"Available",4,42.5144819,"45"
158180,"LG","50QNED81TSA","Indonesia,South Korea",125.727,"LCD (LED)",72,"Available",5,49.4987199,"50"
158182,"LG","55QNED81TSA","Indonesia,South Korea",138.783,"LCD (LED)",92,"Available",5,54.63886709999999,"55"
158183,"LG","55QNED86T6A","Indonesia,South Korea",138.783,"LCD (LED)",94,"Available",4.5,54.63886709999999,"55"
158184,"LG","55QNED86TSA","Indonesia,South Korea",138.783,"LCD (LED)",94,"Available",4.5,54.63886709999999,"55"
158185,"LG","65QNED80T6A","Indonesia,South Korea",163.897,"LCD (LED)",109,"Available",5.5,64.5262489,"65"
158186,"LG","65QNED81TSA","Indonesia,South Korea",163.897,"LCD (LED)",109,"Available",5.5,64.5262489,"65"
158188,"LG","75QNED80T6A","Indonesia,South Korea",189.275,"LCD (LED)",126,"Available",6,74.5175675,"75"
158189,"LG","75QNED81TSA","Indonesia,South Korea",189.275,"LCD (LED)",126,"Available",6,74.5175675,"75"
158190,"LG","OLED42C4PSA","Indonesia,South Korea",105.52,"OLED",70,"Available",4,41.543223999999995,"40"
158192,"LG","OLED42C44LA","Indonesia,South Korea",105.52,"OLED",70,"Available",4,41.543223999999995,"40"
158193,"LG","OLED48C4PSA","Indonesia,South Korea",120.721,"OLED",79,"Available",4.5,47.5278577,"50"
158194,"LG","OLED48C46LA","Indonesia,South Korea",120.721,"OLED",79,"Available",4.5,47.5278577,"50"
158195,"LG","OLED55C4PSA","Indonesia,South Korea",138.783,"OLED",100,"Available",4.5,54.63886709999999,"55"
158196,"LG","OLED55C46LA","Indonesia,South Korea",138.783,"OLED",100,"Available",4.5,54.63886709999999,"55"
158197,"LG","OLED55G4PSA","Indonesia,South Korea",138.783,"OLED",115,"Available",4,54.63886709999999,"55"
158198,"LG","OLED55G46LA","Indonesia,South Korea",138.783,"OLED",115,"Available",4,54.63886709999999,"55"
158199,"LG","OLED65B4PSA","Indonesia,South Korea",163.897,"OLED",109,"Available",5.5,64.5262489,"65"
158200,"LG","OLED65B46LA","Indonesia,South Korea",163.897,"OLED",109,"Available",5.5,64.5262489,"65"
158201,"LG","OLED65G4PSA","Indonesia,South Korea",163.897,"OLED",147,"Available",4,64.5262489,"65"
158202,"LG","OLED65G46LA","Indonesia,South Korea",163.897,"OLED",147,"Available",4,64.5262489,"65"
158203,"LG","OLED77G4PSA","Indonesia,South Korea",194.738,"OLED",195,"Available",4.5,76.6683506,"75"
158204,"LG","OLED77G46LA","Indonesia,South Korea",194.738,"OLED",195,"Available",4.5,76.6683506,"75"
158215,"SAMSUNG ELECTRONICS","UA50DU8000W","Vietnam",125.736,"LCD (LED)",83,"Available",4.5,49.5022632,"50"
158215,"SAMSUNG ELECTRONICS","UA50DU8000S","Vietnam",125.736,"LCD (LED)",83,"Available",4.5,49.5022632,"50"
158215,"SAMSUNG ELECTRONICS","UA50DU8500S","Vietnam",125.736,"LCD (LED)",83,"Available",4.5,49.5022632,"50"
158215,"SAMSUNG ELECTRONICS","UA50DU8*00*","Vietnam",125.736,"LCD (LED)",83,"Available",4.5,49.5022632,"50"
158216,"SAMSUNG ELECTRONICS","UA55DU8000W","Vietnam",138.783,"LCD (LED)",97,"Available",4.5,54.63886709999999,"55"
158216,"SAMSUNG ELECTRONICS","UA55DU8000S","Vietnam",138.783,"LCD (LED)",97,"Available",4.5,54.63886709999999,"55"
158216,"SAMSUNG ELECTRONICS","UA55DU8500S","Vietnam",138.783,"LCD (LED)",97,"Available",4.5,54.63886709999999,"55"
158216,"SAMSUNG ELECTRONICS","UA55DU8*00*","Vietnam",138.783,"LCD (LED)",97,"Available",4.5,54.63886709999999,"55"
158220,"SAMSUNG ELECTRONICS","QA55QN90DAW","Vietnam",138.783,"LCD (LED)",114,"Available",4,54.63886709999999,"55"
158220,"SAMSUNG ELECTRONICS","QA55QN90DAS","Vietnam",138.783,"LCD (LED)",114,"Available",4,54.63886709999999,"55"
158220,"SAMSUNG ELECTRONICS","QA55QN90DA*","Vietnam",138.783,"LCD (LED)",114,"Available",4,54.63886709999999,"55"
158222,"SAMSUNG ELECTRONICS","QA65QN90DAW","Vietnam",169.152,"LCD (LED)",138,"Available",4.5,66.5951424,"65"
158222,"SAMSUNG ELECTRONICS","QA65QN90DAS","Vietnam",169.152,"LCD (LED)",138,"Available",4.5,66.5951424,"65"
158222,"SAMSUNG ELECTRONICS","QA65QN90DA*","Vietnam",169.152,"LCD (LED)",138,"Available",4.5,66.5951424,"65"
158236,"KOGAN","KAQL50XQ98GSVA","China",125.665,"LCD (LED)",104.46,"Available",3.5,49.4743105,"50"
158237,"KOGAN","KAQL55XQ98GSVA","China",138.721,"LCD (LED)",127.86,"Available",3.5,54.6144577,"55"
158242,"Sylvox","BT32A0KEGB","China",80.131,"LCD (LED)",27,"Available",6,31.5475747,"30"
158242,"Sylvox","BT32A1KEGB","China",80.131,"LCD (LED)",27,"Available",6,31.5475747,"30"
158242,"Sylvox","BT32A0KOGB","China",80.131,"LCD (LED)",27,"Available",6,31.5475747,"30"
158242,"Sylvox","BT32A1KOGB","China",80.131,"LCD (LED)",27,"Available",6,31.5475747,"30"
158242,"Sylvox","BT32A2KOGB","China",80.131,"LCD (LED)",27,"Available",6,31.5475747,"30"
158242,"Sylvox","BT32A3KOGB","China",80.131,"LCD (LED)",27,"Available",6,31.5475747,"30"
158242,"Sylvox","BT32A4KOGB","China",80.131,"LCD (LED)",27,"Available",6,31.5475747,"30"
158242,"Sylvox","BT32A5KOGB","China",80.131,"LCD (LED)",27,"Available",6,31.5475747,"30"
158242,"Sylvox","BT32A6KOGB","China",80.131,"LCD (LED)",27,"Available",6,31.5475747,"30"
158242,"Sylvox","BT32A7KOGB","China",80.131,"LCD (LED)",27,"Available",6,31.5475747,"30"
158242,"Sylvox","BT32A***GB","China",80.131,"LCD (LED)",27,"Available",6,31.5475747,"30"
158245,"JVC","LT-40N7145A","China",101.51,"LCD (LED)",64.06,"Available",3.5,39.964487,"40"
158250,"SAMSUNG ELECTRONICS","QA43QN90DAW","Vietnam",107.987,"LCD (LED)",63,"Available",4.5,42.5144819,"45"
158250,"SAMSUNG ELECTRONICS","QA43QN90DAS","Vietnam",107.987,"LCD (LED)",63,"Available",4.5,42.5144819,"45"
158250,"SAMSUNG ELECTRONICS","QA43QN90DA*","Vietnam",107.987,"LCD (LED)",63,"Available",4.5,42.5144819,"45"
158252,"Linsar","LS32HDNF23","China",80.043,"LCD",23.8,"Available",6,31.5129291,"30"
158312,"JVC","JVG518623Q","China",217.24,"LCD (LED)",212,"Available",4.5,85.527388,"85"
158314,"BAUHN","ATV75UHDW-0324","China",189.344,"LCD (LED)",117.61,"Available",6,74.54473279999999,"75"
158329,"SONY","K-55XR70","Malaysia,Vietnam",138.798,"LCD (LED)",148,"Available",2.5,54.6447726,"55"
158330,"SONY","K-65XR70","Malaysia,Vietnam",163.878,"LCD (LED)",171.9,"Available",3.5,64.51876859999999,"65"
158336,"LG","50QNED80T6A","Indonesia,South Korea",125.727,"LCD (LED)",68,"Available",5.5,49.4987199,"50"
158337,"LG","55QNED80T6A","Indonesia,South Korea",138.783,"LCD (LED)",87,"Available",5,54.63886709999999,"55"
158394,"KOGAN","KALED42F98TA","China",105.38,"LCD (LED)",39.8,"Available",6,41.488105999999995,"40"
158394,"KOGAN","KALED42F98TB","China",105.38,"LCD (LED)",39.8,"Available",6,41.488105999999995,"40"
158394,"KOGAN","KALED42F98TC","China",105.38,"LCD (LED)",39.8,"Available",6,41.488105999999995,"40"
158394,"KOGAN","KALED42F98TD","China",105.38,"LCD (LED)",39.8,"Available",6,41.488105999999995,"40"
158394,"KOGAN","KALED42F98TE","China",105.38,"LCD (LED)",39.8,"Available",6,41.488105999999995,"40"
158394,"KOGAN","KALED42F98TF","China",105.38,"LCD (LED)",39.8,"Available",6,41.488105999999995,"40"
158394,"KOGAN","KALED42F98T*","China",105.38,"LCD (LED)",39.8,"Available",6,41.488105999999995,"40"
158395,"KOGAN","KALED24R98TA","China",59.774,"LCD (LED)",16.2,"Available",6,23.5330238,"25"
158395,"KOGAN","KALED24R98TB","China",59.774,"LCD (LED)",16.2,"Available",6,23.5330238,"25"
158395,"KOGAN","KALED24R98TC","China",59.774,"LCD (LED)",16.2,"Available",6,23.5330238,"25"
158395,"KOGAN","KALED24R98TD","China",59.774,"LCD (LED)",16.2,"Available",6,23.5330238,"25"
158395,"KOGAN","KALED24R98TE","China",59.774,"LCD (LED)",16.2,"Available",6,23.5330238,"25"
158395,"KOGAN","KALED24R98T*","China",59.774,"LCD (LED)",16.2,"Available",6,23.5330238,"25"
158415,"SAMSUNG ELECTRONICS","UA65DU8000W","Vietnam",163.897,"LCD (LED)",122,"Available",5,64.5262489,"65"
158415,"SAMSUNG ELECTRONICS","UA65DU8000S","Vietnam",163.897,"LCD (LED)",122,"Available",5,64.5262489,"65"
158415,"SAMSUNG ELECTRONICS","UA65DU8500S","Vietnam",163.897,"LCD (LED)",122,"Available",5,64.5262489,"65"
158415,"SAMSUNG ELECTRONICS","UA65DU8*00*","Vietnam",163.897,"LCD (LED)",122,"Available",5,64.5262489,"65"
158416,"SAMSUNG ELECTRONICS","QA98QN90DAW","Vietnam",247.697,"LCD (LED)",256,"Available",5,97.5183089,"100"
158416,"SAMSUNG ELECTRONICS","QA98QN90DAS","Vietnam",247.697,"LCD (LED)",256,"Available",5,97.5183089,"100"
158416,"SAMSUNG ELECTRONICS","QA98QN90DA*","Vietnam",247.697,"LCD (LED)",256,"Available",5,97.5183089,"100"
158421,"SAMSUNG ELECTRONICS","QA55S90DAW","Vietnam",138.783,"LCD (LED)",112,"Available",4,54.63886709999999,"55"
158421,"SAMSUNG ELECTRONICS","QA55S90DAS","Vietnam",138.783,"LCD (LED)",112,"Available",4,54.63886709999999,"55"
158421,"SAMSUNG ELECTRONICS","QA55S90DA*","Vietnam",138.783,"LCD (LED)",112,"Available",4,54.63886709999999,"55"
158422,"SAMSUNG ELECTRONICS","QA65QN85DBW","Vietnam",163.897,"LCD (LED)",134,"Available",4.5,64.5262489,"65"
158422,"SAMSUNG ELECTRONICS","QA65QN85DBS","Vietnam",163.897,"LCD (LED)",134,"Available",4.5,64.5262489,"65"
158422,"SAMSUNG ELECTRONICS","QA65QN85DB*","Vietnam",163.897,"LCD (LED)",134,"Available",4.5,64.5262489,"65"
158428,"VDT","LEW22BA43","China",54.687,"LCD (LED)",20.64,"Available",4.5,21.5302719,"20"
158476,"SAMSUNG ELECTRONICS","QA65QN80DAW","Vietnam",163.897,"LCD (LED)",134,"Available",4.5,64.5262489,"65"
158476,"SAMSUNG ELECTRONICS","QA65QN80DAS","Vietnam",163.897,"LCD (LED)",134,"Available",4.5,64.5262489,"65"
158476,"SAMSUNG ELECTRONICS","QA65QN80DA*","Vietnam",163.897,"LCD (LED)",134,"Available",4.5,64.5262489,"65"
158484,"LOEWE","BILD i77","Germany",194.139,"OLED",107.8,"Available",7,76.4325243,"75"
158506,"HISENSE","100U7KAU","China",252.784,"LCD (LED)",241.58,"Available",5.5,99.5210608,"100"
158506,"HISENSE","100U7KNZ","China",252.784,"LCD (LED)",241.58,"Available",5.5,99.5210608,"100"
158506,"HISENSE","100U7K series","China",252.784,"LCD (LED)",241.58,"Available",5.5,99.5210608,"100"
158508,"SONY","K-43S30","Malaysia,Vietnam",107.95,"LCD (LED)",63.2,"Available",4.5,42.499915,"40"
158538,"JVC","LT-32N3115A11E","China",79.994,"LCD (LED)",28.86,"Available",5,31.4936378,"30"
158544,"JVC","LT-43N5135AE","China",107.947,"LCD (LED)",39.24,"Available",4.5,42.4987339,"40"
158602,"SAMSUNG ELECTRONICS","QA50QN90DAW","Vietnam",125.727,"LCD (LED)",81,"Available",4.5,49.4987199,"50"
158602,"SAMSUNG ELECTRONICS","QA50QN90DAS","Vietnam",125.727,"LCD (LED)",81,"Available",4.5,49.4987199,"50"
158602,"SAMSUNG ELECTRONICS","QA50QN90DA*","Vietnam",125.727,"LCD (LED)",81,"Available",4.5,49.4987199,"50"
158722,"SONY","K-75XR70","Malaysia,China",189.306,"LCD (LED)",200.3,"Available",4,74.5297722,"75"
158724,"SONY","K-85XR70","Malaysia,China",214.783,"LCD (LED)",227.9,"Available",4.5,84.5600671,"85"
158741,"SAMSUNG ELECTRONICS","QA85QN800DW","Vietnam",214.783,"LCD (LED)",294,"Available",3.5,84.5600671,"85"
158741,"SAMSUNG ELECTRONICS","QA85QN800DS","Vietnam",214.783,"LCD (LED)",294,"Available",3.5,84.5600671,"85"
158741,"SAMSUNG ELECTRONICS","QA85QN800D*","Vietnam",214.783,"LCD (LED)",294,"Available",3.5,84.5600671,"85"
158742,"SAMSUNG ELECTRONICS","UA85DU8000W","Vietnam",214.783,"LCD (LED)",195,"Available",5,84.5600671,"85"
158742,"SAMSUNG ELECTRONICS","UA85DU8000S","Vietnam",214.783,"LCD (LED)",195,"Available",5,84.5600671,"85"
158742,"SAMSUNG ELECTRONICS","UA85DU8000*","Vietnam",214.783,"LCD (LED)",195,"Available",5,84.5600671,"85"
158743,"SAMSUNG ELECTRONICS","QA55Q80DAW","Vietnam",138.783,"LCD (LED)",108,"Available",4,54.63886709999999,"55"
158743,"SAMSUNG ELECTRONICS","QA55Q80DAS","Vietnam",138.783,"LCD (LED)",108,"Available",4,54.63886709999999,"55"
158743,"SAMSUNG ELECTRONICS","QA55Q80DA*","Vietnam",138.783,"LCD (LED)",108,"Available",4,54.63886709999999,"55"
158744,"SAMSUNG ELECTRONICS","QA85Q70DAW","Vietnam",214.783,"LCD (LED)",200,"Available",5,84.5600671,"85"
158744,"SAMSUNG ELECTRONICS","QA85Q70DAS","Vietnam",214.783,"LCD (LED)",200,"Available",5,84.5600671,"85"
158744,"SAMSUNG ELECTRONICS","QA85Q70DA*","Vietnam",214.783,"LCD (LED)",200,"Available",5,84.5600671,"85"
158746,"SAMSUNG ELECTRONICS","QA77S95DAW","Vietnam",195.177,"LCD (LED)",216,"Available",4,76.8411849,"75"
158746,"SAMSUNG ELECTRONICS","QA77S95DAS","Vietnam",195.177,"LCD (LED)",216,"Available",4,76.8411849,"75"
158746,"SAMSUNG ELECTRONICS","QA77S95DA*","Vietnam",195.177,"LCD (LED)",216,"Available",4,76.8411849,"75"
158750,"Kogan","KALED50U94VA","China",125.731,"LCD (LED)",47.3,"Available",6,49.5002947,"50"
158750,"Kogan","KALED50U94VB","China",125.731,"LCD (LED)",47.3,"Available",6,49.5002947,"50"
158750,"Kogan","KALED50U94VC","China",125.731,"LCD (LED)",47.3,"Available",6,49.5002947,"50"
158750,"Kogan","KALED50U94V*","China",125.731,"LCD (LED)",47.3,"Available",6,49.5002947,"50"
158767,"KOGAN","KALED43F98VA","China",107.947,"LCD (LED)",39.24,"Available",4.5,42.4987339,"40"
158767,"KOGAN","KALED43F98VB","China",107.947,"LCD (LED)",39.24,"Available",4.5,42.4987339,"40"
158767,"KOGAN","KALED43F98VC","China",107.947,"LCD (LED)",39.24,"Available",4.5,42.4987339,"40"
158836,"LG","43UT8050PSB","Indonesia,South Korea",107.987,"LCD (LED)",70,"Available",4,42.5144819,"45"
158837,"LG","43UT80506LA","Indonesia,South Korea",107.987,"LCD (LED)",73,"Available",4,42.5144819,"45"
158838,"LG","43UT81006LA","Indonesia,South Korea",107.987,"LCD (LED)",73,"Available",4,42.5144819,"45"
158839,"LG","50UT8050PSB","Indonesia,South Korea",125.727,"LCD (LED)",83,"Available",4.5,49.4987199,"50"
158840,"LG","50UT80506LA","Indonesia,South Korea",125.727,"LCD (LED)",83,"Available",4.5,49.4987199,"50"
158841,"LG","50UT81006LA","Indonesia,South Korea",125.727,"LCD (LED)",83,"Available",4.5,49.4987199,"50"
158842,"LG","55UT8050PSB","Indonesia,South Korea",138.783,"LCD (LED)",97,"Available",4.5,54.63886709999999,"55"
158843,"LG","55UT80506LA","Indonesia,South Korea",138.783,"LCD (LED)",97,"Available",4.5,54.63886709999999,"55"
158844,"LG","55UT81006LA","Indonesia,South Korea",138.783,"LCD (LED)",97,"Available",4.5,54.63886709999999,"55"
158845,"LG","65UT8050PSB","Indonesia,South Korea",163.897,"LCD (LED)",120,"Available",5,64.5262489,"65"
158846,"LG","65UT80506LA","Indonesia,South Korea",163.897,"LCD (LED)",120,"Available",5,64.5262489,"65"
158847,"LG","65UT81006LA","Indonesia,South Korea",163.897,"LCD (LED)",120,"Available",5,64.5262489,"65"
158848,"LG","75UT8050PSB","Indonesia,South Korea",189.275,"LCD (LED)",165,"Available",5,74.5175675,"75"
158849,"LG","75UT81006LA","Indonesia,South Korea",189.275,"LCD (LED)",165,"Available",5,74.5175675,"75"
158851,"LG","86UT8050PSB","Indonesia,South Korea",217.425,"LCD (LED)",212,"Available",5,85.6002225,"85"
158852,"LG","86UT80506LA","Indonesia,South Korea",217.425,"LCD (LED)",212,"Available",5,85.6002225,"85"
158853,"LG","86UT81006LA","Indonesia,South Korea",217.425,"LCD (LED)",212,"Available",5,85.6002225,"85"
158854,"LG","50QNED86TSA","Indonesia,South Korea",125.727,"LCD (LED)",80,"Available",4.5,49.4987199,"50"
158855,"LG","65QNED86TSA","Indonesia,South Korea",163.897,"LCD (LED)",118,"Available",5,64.5262489,"65"
